87,masło
67,olej
63,PUSTE
39,zwierzęcy
37,gruby
31,roślinny
29,mięso
26,brzuch
26,grubas
22,smalec
18,jedzenie
14,margaryna
12,nadwaga
12,otyłość
10,cholesterol
10,świnia
9,kalorie
8,białko
8,gruba
8,tłusty
7,maslo
7,ryba
6,kiełbasa
6,patelnia
6,sadło
6,tkanka
6,tran
6,zło
6,zły
6,zwierzę
5,dieta
5,mieso
5,niezdrowy
5,rosół
5,żółty
4,grubość
4,mleko
4,wieloryb
3,chemia
3,choroba
3,fat
3,fuj
3,odchudzanie
3,pączek
3,smażyć
3,spalać
3,"tkanka tłuszczowa"
2,barani
2,brud
2,cukier
2,dużo
2,fitness
2,gotowanie
2,jedzienie
2,kobieta
2,kwas
2,miasto
2,"na patelni"
2,nasycony
2,niezdrowe
2,odsysanie
2,oka
2,okropny
2,oliwa
2,omasta
2,roslinny
2,rybi
2,ser
2,siłownia
2,swinia
2,wieprzowy
2,włosy
2,wróg
2,zbędny
2,zwierze
1,%
1,ada
1,"astralny banan"
1,bełch
1,ble
1,bleee
1,bluszcz
1,błeeeeeeeeee
1,boczek
1,bóbr
1,brzusio
1,brzuvch
1,burger
1,cellulit
1,chajzer
1,chalwa
1,chcemy
1,chleb
1,cholesterol;
1,chudnięcie
1,"chyba żartujecie że tu jest tyle pytań"
1,ciało
1,cieknie
1,czas
1,czekolada
1,czipsy
1,czlowiek
1,człowiek
1,ćwiczenia
1,"Daleko jeszcze?"
1,"do spalenia"
1,doeta
1,emulgacja
1,fałdy
1,fet
1,frytki
1,gęsi
1,głęboki
1,gruby]
1,guby
1,ja
1,jagniecy
1,jełczeć
1,kaczka
1,kaczy
1,kapać
1,kebab
1,klorie
1,kłopot
1,kotlet
1,krowa
1,kuchnia
1,kujawski
1,kurczak
1,kwiat
1,lepki
1,lipid
1,łój
1,majonez
1,marchewka
1,masło]
1,maśło
1,mc
1,mcdonald
1,"mięzsny jeż"
1,mniam
1,mózg
1,"na rosole"
1,niedobry
1,niedzłiedz
1,nienawisć
1,nieodbre
1,niesmak
1,"niezdrowe jedzenie"
1,niezdrowo
1,obiad
1,obrzydliwość
1,obrzydzenie
1,ocieka
1,ociekać
1,"odkłada się"
1,ohyda
1,okropność
1,"omega 3"
1,oponki
1,ośli
1,otyłosc
1,otyłośc
1,otyły
1,pączki
1,plama
1,"płyn do mycia naczyń"
1,pryszcz
1,przetrwanie
1,puchnięcie
1,pupa
1,roślina
1,schabik
1,skwierczeć
1,słonecznik
1,słonina
1,smak
1,smakl
1,smazyc
1,spalic
1,stacja
1,substancja
1,szynka
1,śmietana
1,tłum
1,tłuste
1,"tłuste jedzenie"
1,tłustość
1,tłuszcza
1,topić
1,triglicerynian
1,tusza
1,waga
1,warzywa
1,weglowodany
1,węglowodan
1,węglowodany
1,węglowodanyt
1,wielki
1,wieprz
1,wieś
1,wino
1,woda
1,wszędzie
1,wysiłek
1,"z brzucha"
1,"z miensa"
1,"z uda"
1,zbierać
1,zdrowie
1,zolc
1,zwierzecy
1,zwięrzecy
1,zwirzęcy
1,zwiwerzecy
1,źródło
1,żle
1,żółć
1,żółte
